id_partie,status,joueur_depart,joueur_gagnant,rows,cols,confiance,signature
49237,terminee,R,R,9,9,1,65554456566544762698133
49236,terminee,R,R,9,9,1,6366656425544324533225665526225265928789883133998919983938777
49235,terminee,R,R,9,9,1,5764455455456554747446767
49234,terminee,R,Y,9,9,1,7375455645443353347744537345133742759895799872888122
49233,terminee,R,R,9,9,1,473666445235564333566544565981448655886339122
49232,terminee,R,Y,9,9,1,65355545644412262422161145546564818662254116977999299912177779883333
49231,terminee,R,R,9,9,1,6475465455242445895677633
49230,terminee,R,Y,9,9,1,5447456454553442277775255778129866
49229,terminee,R,R,9,9,1,5446456556442554455422226761666698898988889491598118119291211922333
49228,terminee,R,R,9,9,1,45576464544576767765565644556773477
49227,terminee,R,R,9,9,1,646746644557533
49226,terminee,R,R,9,9,1,665465444557748
49225,terminee,R,R,9,9,1,444565455644556422133
49224,terminee,R,R,9,9,1,6454454654655564455495877794999666779977712266722221222911111118933333888
49223,terminee,R,Y,9,9,1,45454454544532252552332333223445288888888993367777872779999711799911
49222,terminee,R,Y,9,9,1,44464446556566233556235665445232562777229249129889119877
49221,terminee,R,R,9,9,1,546644646678478776574576655212222214467555517741122121191999999998888
49220,terminee,R,Y,9,9,1,6447564656645545578877
49219,terminee,R,R,9,9,1,53755644554364363577667746435435664773375643791991191999988222911111222
49218,terminee,R,Y,9,9,1,54556545547876476686887877
49217,terminee,R,R,9,9,1,35646566544454633
49216,terminee,R,Y,9,9,1,454455456666655868665248894445659912221922999888828471212111191933
49215,terminee,R,R,9,9,1,5453645555446641226687877
49214,terminee,R,Y,9,9,1,444446546566326233165553
49213,terminee,R,R,9,9,1,63375654654533635122553336567767636511111111889899888778882222222444444
49212,terminee,R,Y,9,9,1,65565545446634364663
49211,terminee,R,Y,9,9,1,43645756644343365562
49210,terminee,R,R,9,9,1,35654556543433416455646644311665145887777
49209,terminee,R,R,9,9,1,436345565455633445655481334484977
49208,terminee,R,R,9,9,1,6345565465455464454455979299222829828188669169962498822818777
49207,terminee,R,R,9,9,1,54555654654344321224452552428666633
49206,terminee,R,R,9,9,1,566755564449886776233
49205,terminee,R,R,9,9,1,564455564542445544554898866666688889861822222222999111177911913991333
49204,terminee,R,Y,9,9,1,565565655544664462442622426225252449879978399699778888879881779773111133
49203,terminee,R,Y,9,9,1,55364246543332452466655344365222554466697777997919911199913113227727711388
49202,terminee,R,Y,9,9,1,6553465565443636543344156663378777
49201,terminee,R,R,9,9,1,7575666558667798858576766651772288782123332211525423313883311123999
49200,terminee,R,Y,9,9,1,6636665454454544565665584468541889393388982211213322922311
49199,terminee,R,Y,9,9,1,3453545566468733447553347366
49198,terminee,R,Y,9,9,1,747354544577686888566585612677844556966477
49197,terminee,R,R,9,9,1,446556566584625866554625888844447998852262822412111127777
49196,terminee,R,Y,9,9,1,675564664488855778775664554647588747
49195,terminee,R,R,9,9,1,44755466565598556448998844545996668882222774866982172277729233333333377
49194,terminee,R,Y,9,9,1,534456465565595644487868861199811441554288332232
49193,terminee,R,Y,9,9,1,54474445455724555544787798788987988966
49192,terminee,R,R,9,9,1,53546566556378748
49191,terminee,R,R,9,9,1,3556566555463786123366244
49190,terminee,R,R,9,9,1,633444665554644633553655638758653336222229444998888228818292999919777
49189,terminee,R,Y,9,9,1,757756543655788557776666633998886533339977444445648884313499992211111191812222
49188,terminee,R,R,9,9,1,5446665446557
49187,terminee,R,R,9,9,1,555466645646877
49186,terminee,R,Y,9,9,1,44564665655477
49185,terminee,R,R,9,9,1,75344564455667647754988
49184,terminee,R,Y,9,9,1,46354465545874457558777448871252152722486666
49183,terminee,R,Y,9,9,1,446544465656655855665868893921199898199161511144884212422298922277
49182,terminee,R,R,9,9,1,6434465535524455877666477
49181,terminee,R,R,9,9,1,454445444456578667865566587655664122182888222211887772192131333
49180,terminee,R,R,9,9,1,764655654423755467664455747
49179,terminee,R,R,9,9,1,633465255466453
49178,terminee,R,R,9,9,1,365465546644554654665544858866422289813388929118311981332
49177,terminee,R,R,9,9,1,4574664575566774665525477
49176,terminee,R,R,9,9,1,44764644557552776866548
49175,terminee,R,R,9,9,1,455554564466664485888645435495983282366226233
49174,terminee,R,Y,9,9,1,6346446657545534456363
49173,terminee,R,Y,9,9,1,554345565544643243232333466644222553253989988822866866999988877799111111111777
49172,terminee,R,R,9,9,1,346754666443543377553
49171,terminee,R,R,9,9,1,446645546455657665569888838445884699229296777
49170,terminee,R,R,9,9,1,655754655674446746445535475413717661773316617111999993333132222999922
49169,terminee,R,R,9,9,1,774645446645565665454457776654776521222211221112921171788999893393333
49168,terminee,R,Y,9,9,1,636446452544677644555777225655663333334777522242678828829999999911911888
49167,terminee,R,R,9,9,1,6767455545661554233
49166,terminee,R,Y,9,9,1,554345676644555226366232434445652533366222433299999989977711779111111888
49165,terminee,R,Y,9,9,1,6576456476574589847556688744
49164,terminee,R,Y,9,9,1,647744464544575589888555227778772485259473396233128911299288992911111166
49163,terminee,R,R,9,9,1,66545564556866556655621224444442222124928888888811191199911339799933377
49162,terminee,R,R,9,9,1,566355655543346646348886638833558853444638448291222222211121111199799999777
49161,terminee,R,R,9,9,1,353654765445363
49160,terminee,R,R,9,9,1,65674446645779446656866445584559551191129922222122121191998839388888777777333
49159,terminee,R,R,9,9,1,633556656425426654453556333325246226944447999992219988288889888331711
49158,terminee,R,R,9,9,1,3776566445564758958667589279857966588
49157,terminee,R,Y,9,9,1,7455555468767764466267771256554426744652212122112147111999999988899333
49156,terminee,R,Y,9,9,1,65476544667755547656644527759122917761122442721225461199998899119333
49155,terminee,R,Y,9,9,1,5657465556647766772325225726544446642892492929951994199888
49154,terminee,R,R,9,9,1,46374585664432332256566544254552285811488919499696328229633
49153,terminee,R,Y,9,9,1,4567646666447567744553
49152,terminee,R,Y,9,9,1,6435444644333465563388889777
49151,terminee,R,Y,9,9,1,753544645637
49150,terminee,R,R,9,9,1,646466644533336466425225555433898895538882222454833988929999926111777
49149,terminee,R,Y,9,9,1,4453554645445433356353566664465988881188888993339966997977772922222222777711
49148,terminee,R,Y,9,9,1,7745665546447548
49147,terminee,R,R,9,9,1,7453685666453553544122236643354463458888815664778388777977199222237111111229999
49146,terminee,R,R,9,9,1,43354554554667847666888462777
49145,terminee,R,R,9,9,1,446566566454464464665549555599922222229992992311117777777771111183333
49144,terminee,R,R,9,9,1,356645565434124665332
49143,terminee,R,Y,9,9,1,4466444554565565266425566142222225246919999999911111113333888838888877
49142,terminee,R,Y,9,9,1,47636445546655656445556644221133
49141,terminee,R,R,9,9,1,737544555584778337966
49140,terminee,R,R,9,9,1,4746544544525767757898772798852483475453233
49139,terminee,R,Y,9,9,1,6346644457336334413557
49138,terminee,R,R,9,9,1,565666556545564444446623522222234435622977779997779999937733111111113331888
49137,terminee,R,R,9,9,1,35475565667446455447696777957437426633512751211
49136,terminee,R,Y,9,9,1,35646446665354335546445665456433357887372318188189112212212118222977
49135,terminee,R,R,9,9,1,3646666645378544553
49134,terminee,R,R,9,9,1,464754664623537
49133,terminee,R,Y,9,9,1,5636425554684749
49132,nulle,R,,9,9,1,456546445554455445549919936666663333331399699888888888377777777722291111111222222
49131,terminee,R,R,9,9,1,54635655544687687333445455184884668968116593333
49130,terminee,R,R,9,9,1,564565565632644325434465334661498499979159871695791131877
49129,terminee,R,R,9,9,1,4743654466537
49128,nulle,R,,9,9,1,454554655546244366666354656593333347397777779999999432222222811111888188188877121
49127,terminee,R,R,9,9,1,34445454443533737537866
49126,terminee,R,Y,9,9,1,335464456678777574557734666565564334617191151933311137441999999222
49125,terminee,R,R,9,9,1,576664655543412425133
49124,terminee,R,R,9,9,1,44344544555512531532322
49123,terminee,R,R,9,9,1,555445545543244636664334522766332799777633399954699677799888881888872222211
49122,terminee,R,Y,9,9,1,655564666435556655665344279499492188872233
49121,terminee,R,R,9,9,1,4666654456533
49120,terminee,R,R,9,9,1,77745655454664776556476675546754413333333346398982781119988
49119,nulle,R,,9,9,1,464565644466833744555586587777766883333335577764431111111288812822229999999921922
49118,terminee,R,R,9,9,1,477365654656674453554333777
49117,terminee,R,Y,9,9,1,3567655554664444663514133335455411766147611938899777
49116,terminee,R,Y,9,9,1,6546666544426622445442221228811886488868289333777199911111997755973997773355
49115,terminee,R,R,9,9,1,7445446556665566877
49114,terminee,R,R,9,9,1,54665455554687676777665754447744998599947911888888811111116699922222223223333
49113,terminee,R,Y,9,9,1,56765566665735547777746576733333335365991991999114441491944411188888888822
49112,terminee,R,R,9,9,1,73674555664344553366467549534435736261122115122
49111,terminee,R,R,9,9,1,364446664555556334334871546366655334548888881788111177777119999999137799222
49110,terminee,R,R,9,9,1,643354465546654456633
49109,terminee,R,Y,9,9,1,644665655324534455422466988588336458822224528628681999999993331331711111
49108,terminee,R,R,9,9,1,74555445554744866
49107,terminee,R,Y,9,9,1,653345445521645443233366
49106,terminee,R,R,9,9,1,65455444566466558446658459582492133
49105,terminee,R,R,9,9,1,3674646444747785855
49104,terminee,R,Y,9,9,1,34444556755336536455644335781833415111341189886686687718862222
49103,terminee,R,Y,9,9,1,6453544444556661252556624648562262223888548881188191291199999199177777773333
49102,terminee,R,Y,9,9,1,6547454465556654664457751227661421222111246851192299919989997777
49101,terminee,R,R,9,9,1,54646446467877855
49100,terminee,R,Y,9,9,1,343746545655334466354655366988988833113885644588611119999194992222222112277777
49099,terminee,R,R,9,9,1,37446546554657766354363
49098,terminee,R,R,9,9,1,67455564554664767647566754556244222222224313331111111133333999999999888
49097,terminee,R,R,9,9,1,7363456455366454435355442166569851296648822119977
49096,terminee,R,R,9,9,1,45566555464484455889948885845841181111999229266266626221221199933
49095,terminee,R,Y,9,9,1,5363474466357755266437
49094,terminee,R,R,9,9,1,7576656558668864355484445448445568668312233
49093,terminee,R,Y,9,9,1,337745664544554357377153779866
49092,terminee,R,R,9,9,1,4735544684662126366433255
49091,terminee,R,Y,9,9,1,5445655456684864455584846688846658611122222112822121131333999999993977
49090,terminee,R,R,9,9,1,35755666566364553433444544665333564477777
49089,terminee,R,R,9,9,1,576456456445577667746655477
49088,terminee,R,R,9,9,1,54444656555544644559578986664999666888872288897192232922339112777
49087,terminee,R,Y,9,9,1,3666564255434435355448661977
49086,terminee,R,R,9,9,1,3663544664365554465455866445819291998888684332222
49085,terminee,R,R,9,9,1,534554564532643655334466433366655464222222298888888788217771199911199779771731199
49084,terminee,R,R,9,9,1,4544655645346665455668468884588886485233333391123923971177917919919191777
49083,terminee,R,R,9,9,1,56656456557886658556684844477
49082,terminee,R,Y,9,9,1,7567646645579844558664455477
49081,terminee,R,Y,9,9,1,6663566444877774447213433677882263887392633222948278836429899111
49080,terminee,R,R,9,9,1,646566455447547888765577668877788656222222255444472299318811111111999
49079,terminee,R,Y,9,9,1,5655446565563263446233
49078,terminee,R,Y,9,9,1,56466666445445742323223533
49077,terminee,R,Y,9,9,1,666454465534785584635633354464588888833684567339777777999111199992292227222211
49076,terminee,R,Y,9,9,1,344566646634337443897788879338139476698239128727477488992255
49075,terminee,R,Y,9,9,1,54366646533445652554486821225977
49074,terminee,R,Y,9,9,1,736458446566778216455457556484461288655877
49073,terminee,R,R,9,9,1,5635426644564733335665445654465586833997718881481133119199222
49072,terminee,R,Y,9,9,1,4644465665535557475988
49071,terminee,R,R,9,9,1,4364646666577554455777553697766595729923332
49070,terminee,R,R,9,9,1,474664466587745557548
49069,terminee,R,R,9,9,1,5457644445657667574656556466517232122221199997777
49068,terminee,R,R,9,9,1,56465446645548586454665594466589818891199889933333333111111382222222277299777
49067,nulle,R,,9,9,1,576554655466656655665144444477777717219922222112241127833333331133998899999888888
49066,terminee,R,Y,9,9,1,3355646666545744557434466547731185577363
49065,terminee,R,Y,9,9,1,75555644657677669597994654466447
49064,terminee,R,R,9,9,1,6473464644859
49063,terminee,R,R,9,9,1,6555664465444552424458622166654511988891881181161399988999977223333
49062,terminee,R,Y,9,9,1,74644644585676675556757746888885566477
49061,terminee,R,R,9,9,1,7444545446676675557677655656445611111141177791999999998282222222233
49060,terminee,R,R,9,9,1,4744554444362
49059,terminee,R,R,9,9,1,6743556665535444633155434544663
49058,terminee,R,Y,9,9,1,65454464664664796627747771774257462582125555882592118121121333
49057,terminee,R,R,9,9,1,435567555673442442525514422777711177412241152919128999979963339333388
49056,terminee,R,Y,9,9,1,657455646635744362
49055,terminee,R,Y,9,9,1,654355564534647347567798466988
49054,terminee,R,R,9,9,1,64635466455451233
49053,terminee,R,R,9,9,1,546744666553546445665453356857684427777
49052,terminee,R,R,9,9,1,447646666555354754694566777555779199996499171197114411212222333333338222288
49051,terminee,R,Y,9,9,1,745344544433553122
49050,terminee,R,R,9,9,1,365455456344544554455491999333333366666699699192211211118818888822228282777
49049,terminee,R,Y,9,9,1,634457466537
49048,terminee,R,R,9,9,1,7674466465375558447
49047,terminee,R,Y,9,9,1,7333554655653767663556337777656351611177122131192222222198999999488988
49046,terminee,R,R,9,9,1,77636446652745746475537
49045,terminee,R,R,9,9,1,4567465664535543664756777
49044,terminee,R,Y,9,9,1,4355446754653445533676577663
49043,terminee,R,R,9,9,1,534467465545566877446655644532233
49042,terminee,R,R,9,9,1,777754544468264668488644855556566221115568222882714112211133333
49041,terminee,R,R,9,9,1,4376656666537455344
49040,terminee,R,R,9,9,1,4464644466537
49039,terminee,R,Y,9,9,1,546746665476618234553233
49038,terminee,R,R,9,9,1,4764466556554556656655131446898488111224482299977
49037,terminee,R,R,9,9,1,4376554644566574777
49036,terminee,R,R,9,9,1,64346546553586844556648886779
49035,terminee,R,Y,9,9,1,5546546646476544565586466455232222242288281888199788111111331977
49034,terminee,R,Y,9,9,1,447444454557554453357777837975792366
49033,terminee,R,Y,9,9,1,356765666474555773573442
49032,terminee,R,R,9,9,1,6357666645447577554544465667777559996447199992121199112222222113333
49031,terminee,R,R,9,9,1,665554665446877
49030,terminee,R,Y,9,9,1,76645465554466534455668486888884458651212222222211338199997797911911997333
49029,terminee,R,Y,9,9,1,4346546444533633366555355646654453111369777911999111999128279777
49028,terminee,R,Y,9,9,1,4645554445665877
49027,terminee,R,Y,9,9,1,4645566555862444264522455144281888112858899666228612113339999991197777
49026,terminee,R,Y,9,9,1,6745556454663777733256556447633377664453523447322291111122
49025,terminee,R,R,9,9,1,6775666554432557776596957399675336313353362922219712112992297111144
49024,terminee,R,Y,9,9,1,374564665455744665523477
49023,terminee,R,R,9,9,1,535444454644512577362
49022,terminee,R,R,9,9,1,64646665463453533
49021,terminee,R,Y,9,9,1,54654646545366233536334541871878118556634449811911159998833698999877
49020,nulle,R,,9,9,1,546765664555665468877744564455777611111111133333338887433479889999992222222989228
49019,terminee,R,R,9,9,1,65456456544765574464544577767667659199719999991111111788832238888
49018,terminee,R,R,9,9,1,575666466547547557233
49017,terminee,R,Y,9,9,1,5555445456644226552842449266666824888658822281119189999777999111117333
49016,terminee,R,Y,9,9,1,4657455565443224332322344766
49015,terminee,R,R,9,9,1,6675644455574776454459657793233321227667452262653332214971111888888899111889933
49014,terminee,R,R,9,9,1,64754444558957623335212375347377344354553181128897711978819228882229919919666
49013,terminee,R,Y,9,9,1,6464666555355566556653441484449729921129988498117777
49012,terminee,R,Y,9,9,1,44776564544655895255474466865669625491922199888812982991818112221177
49011,terminee,R,R,9,9,1,56434454553643513859731548449465356389777
49010,terminee,R,Y,9,9,1,6454564655877664455546866448858648877577777121229111111993999122829222998333
49009,terminee,R,Y,9,9,1,34344654656643665553
49008,terminee,R,R,9,9,1,647546666547579885745235476886884544558887776649223333222932922733399
49007,terminee,R,Y,9,9,1,654454445557767664665445522225941177929999233331
49006,terminee,R,Y,9,9,1,33745554544755144177547113799477781451393222
49005,terminee,R,R,9,9,1,5433644455658756684864854266255868951991333
49004,terminee,R,Y,9,9,1,663354664535585855688649192256118668441338229315998939943444839777
49003,terminee,R,Y,9,9,1,66345544543445877385383366541556636438488835669181981199919119919222
49002,terminee,R,R,9,9,1,655445564644252522255446664266642258191782118188118778881917333
49001,terminee,R,R,9,9,1,636645445355244665546645264295877
49000,terminee,R,R,9,9,1,3354646644556545586866445245668779877
48999,terminee,R,R,9,9,1,66536654443478344666335555453554612246337778988838877778978922112129999911122
48998,terminee,R,R,9,9,1,36455446446556362
48997,nulle,R,,9,9,1,447456455675775723377523326666536233256524442233684429888888999999891111111819771
48996,terminee,R,R,9,9,1,443365665645566151343
48995,terminee,R,R,9,9,1,347344465635373316655
48994,terminee,R,R,9,9,1,45634544556664544586866597779
48993,terminee,R,R,9,9,1,6745645545566447847864858654457778577712111116661122222222388883333
48992,terminee,R,R,9,9,1,36576565556624947878432788752265563725344
48991,terminee,R,R,9,9,1,677556545568776766344
48990,terminee,R,R,9,9,1,56466555464456656456525644494879899888992222222299988877777
48989,terminee,R,R,9,9,1,64654446555655662422146529116212595629944848828889898899291111133
48988,terminee,R,R,9,9,1,375354455573338788758558778875783239339891999912211714442
48987,terminee,R,Y,9,9,1,457645445435744733212151123653255366766219473221
48986,terminee,R,R,9,9,1,4556446655477
48985,terminee,R,R,9,9,1,77755654354836646
48984,terminee,R,R,9,9,1,3744655464465557832143277225334457335227789828828834538787299991199991111116666
48983,terminee,R,Y,9,9,1,64435644557835567664512233
48982,terminee,R,R,9,9,1,453565565621556434334244663
48981,terminee,R,Y,9,9,1,4664444456233323665633644222233664888888887322289717977777791111115555
48980,terminee,R,Y,9,9,1,54776856665558444799
48979,nulle,R,,9,9,1,453464544466566166464155133355333311114963999999997777557777781888188228882222222
48978,terminee,R,Y,9,9,1,573554446534644366355133554663344566811868188898813111819999999977
48977,terminee,R,Y,9,9,1,37565464556443227776625224959544795447222117577331
48976,terminee,R,Y,9,9,1,5465455656676766552526221447
48975,terminee,R,Y,9,9,1,5436554545564466364665333434131145651113311188888888689922229999999777
48974,terminee,R,R,9,9,1,456754465655442554133
48973,terminee,R,Y,9,9,1,56775455566665667575576644244217744771111114411222222299999993333399333888
48972,terminee,R,Y,9,9,1,564554556447662364432898588333943689331977
48971,terminee,R,Y,9,9,1,465455555632686797666898899377332533586251312113389998869811911444
48970,terminee,R,R,9,9,1,5544445666526625246565564452222229799944969919111918111887333
48969,terminee,R,R,9,9,1,76646466554554748
48968,terminee,R,Y,9,9,1,6564666466333554475533558773375364414477177453679111111188999998899922
48967,terminee,R,R,9,9,1,676665465447744646647977755555545222227224926721311191999111199893333
48966,terminee,R,R,9,9,1,465546655567662378933578388757912153191898744
48965,terminee,R,Y,9,9,1,66674653554443375577365437
48964,terminee,R,R,9,9,1,745654464553443217323355122
48963,terminee,R,Y,9,9,1,64545544657878855889944666688225654644531788111111999699991317773333
48962,terminee,R,R,9,9,1,5566546545634124255622464144227859266929965418778
48961,terminee,R,Y,9,9,1,5546455665676623789335788344
48960,terminee,R,R,9,9,1,356565545434436643363
48959,terminee,R,Y,9,9,1,3644444452555566657664755776644733233333
48958,terminee,R,R,9,9,1,363446554533445265211
48957,terminee,R,Y,9,9,1,745568444558567677
48956,terminee,R,R,9,9,1,5476656546554626644757452449225611415619177777993333332
48955,terminee,R,R,9,9,1,65455554556677898788771978817577533882338111313993911933222921229922666
48954,terminee,R,R,9,9,1,47636466457385553
48953,terminee,R,Y,9,9,1,7454565565774476647667455656445699419912377922221139929333
48952,terminee,R,R,9,9,1,5557555446498837677484479591238788366
48951,terminee,R,Y,9,9,1,7467584546866554665778
48950,terminee,R,Y,9,9,1,36674586545578776658543444125563363773744888171113331451117999999996692222
48949,terminee,R,R,9,9,1,535755545543433636698123664464887743397745667723222
48948,terminee,R,Y,9,9,1,77746665446976532947442331164432934888766121
48947,terminee,R,R,9,9,1,4635454454352121232
48946,terminee,R,R,9,9,1,65365656665545355233244
48945,terminee,R,R,9,9,1,4675545554466322636644523655446425226228211988818988133
48944,terminee,R,R,9,9,1,573564665576677453576977465543333133444
48943,terminee,R,R,9,9,1,33556446545334554166633
48942,terminee,R,R,9,9,1,564446466564164664461411122298882222112118888288999955555559999333333
48941,terminee,R,Y,9,9,1,3756545545363358944434736637
48940,terminee,R,R,9,9,1,44766465556654475477556646567779999915999911144211131188888888877333333332222
48939,terminee,R,R,9,9,1,346546565665345844363
48938,terminee,R,Y,9,9,1,7446556454757766
48937,terminee,R,Y,9,9,1,45636446654335535544133583355991917318661446
48936,terminee,R,Y,9,9,1,54655554664466448785777867455778888871432233
48935,nulle,R,,9,9,1,556455555578767766676676444774222225222674444288888899111199999111133333333991388
48934,terminee,R,Y,9,9,1,6636545545366433455448686622491777
48933,terminee,R,R,9,9,1,555365474644777574574747745155848222882829133
48932,terminee,R,R,9,9,1,57566544546632788
48931,terminee,R,Y,9,9,1,47746564556635463356655443464412933311917777
48930,terminee,R,R,9,9,1,76346546537
48929,terminee,R,Y,9,9,1,6763465645557665577434533443
48928,terminee,R,R,9,9,1,66355564665858556637757788411775242
48927,terminee,R,R,9,9,1,66655656554865566556214421221122221112118888888899999999944444433
48926,terminee,R,Y,9,9,1,743466584537
48925,terminee,R,Y,9,9,1,35434644467137766767336672686855
48924,terminee,R,Y,9,9,1,663566565664355555665333443344443949431111111199999922292228888878888177722777
48923,terminee,R,Y,9,9,1,63444644575664644738668777676855
48922,terminee,R,Y,9,9,1,444344665756646447386687766942279855
48921,terminee,R,R,9,9,1,643644554565584844588233556466633
48920,terminee,R,Y,9,9,1,64536566465536653447455124414551114166198818288922218992882777
48919,terminee,R,R,9,9,1,6646644556968786685855448543329214233
48918,terminee,R,R,9,9,1,34366464457336364473778777855
48917,terminee,R,Y,9,9,1,35345555554433433317661164447877866668777786845548861711919911999999222222
48916,nulle,R,,9,9,1,354464655547212335666452464544333562225262277771117717161197999999818888888989333
48915,terminee,R,Y,9,9,1,4577566655864775886558867786766755212218111882722212112133394444
48914,terminee,R,Y,9,9,1,635347554544674556877648
48913,terminee,R,R,9,9,1,5674446666677577944474667377449611111199919999888855333333883355558
48912,terminee,R,R,9,9,1,4546446565548542253353224425363668662233388888869548999999311229911
48911,terminee,R,Y,9,9,1,76465665656623534433
48910,terminee,R,Y,9,9,1,7756545544647446
48909,terminee,R,Y,9,9,1,65435645447536647754455664665649783333
48908,terminee,R,R,9,9,1,76554446766557233
48907,terminee,R,Y,9,9,1,643466445533876676877752488557466857721554
48906,terminee,R,R,9,9,1,746444464555335657675564777
48905,terminee,R,R,9,9,1,44435664546566466488644683333385535558588111118181122999199999922337777
48904,terminee,R,Y,9,9,1,5676446654554623352442311353
48903,terminee,R,R,9,9,1,446546665534755445465455496661611919988888988911899189122222221227333
48902,terminee,R,R,9,9,1,4635556643448586455446665888854466518113318833311933199199919222222
48901,terminee,R,R,9,9,1,466445455786576655446425333
48900,terminee,R,Y,9,9,1,55675643445774465564967711167266937799615425472259233334133193992212211988
48899,terminee,R,R,9,9,1,65444655656475566744665577988
48898,terminee,R,R,9,9,1,3454444655695785677366763557434459929776633
48897,terminee,R,Y,9,9,1,7554554565573666747362
48896,terminee,R,Y,9,9,1,5654446564455544522133
48895,terminee,R,R,9,9,1,655544654664455242445862216665451198889188118116139998899997722222777
48894,terminee,R,R,9,9,1,5755645445627744177666521456551127744227611476126112228889989989999388988
48893,terminee,R,R,9,9,1,546645646453456654552464465587888886779998977
48892,terminee,R,R,9,9,1,4764465355455668774466556446543152233
48891,terminee,R,R,9,9,1,546656665587577853321234432
48890,terminee,R,R,9,9,1,5745566555323777666763337766444984472327336553544492222229999999888
48889,terminee,R,R,9,9,1,7455455655464464644665665881892188499298991226151188822211912929333
48888,nulle,R,,9,9,1,547456655577427476666132147754455662227422233652999999933433311931179111888888888
48887,terminee,R,R,9,9,1,57656543664655444776654554774776522113314333116333191177899199999922888
48886,terminee,R,Y,9,9,1,7466585655756677744556766744755449916713291944999991223881288818812182212233
48885,terminee,R,R,9,9,1,734564655566778989785376443
48884,terminee,R,R,9,9,1,5347454444333755557377151437485187759681866
48883,terminee,R,Y,9,9,1,553465455533433853366467
48882,terminee,R,R,9,9,1,55535455464215446766633
48881,terminee,R,R,9,9,1,64454465465656654544552228298899222521661888149689828119911119933
48880,terminee,R,R,9,9,1,5564555454464644686665488882122222516221845111188612199989999997777
48879,terminee,R,Y,9,9,1,654654465586644558646654554949999996889812889212222122238811111133
48878,terminee,R,R,9,9,1,76474644555545235727742227333
48877,terminee,R,Y,9,9,1,66365465664534334554584848851498916586198596189422222811211212992777
48876,terminee,R,Y,9,9,1,575566434564432337445577435357533666
48875,terminee,R,Y,9,9,1,567746466544636647788855
48874,terminee,R,R,9,9,1,33766466555577353367677557576626275331222122293312111889199191444
48873,terminee,R,R,9,9,1,56665465556655665564444244421224111222229999999991117117777777788
48872,terminee,R,R,9,9,1,354455565521434872142424413352233335322888685489889998211997999111167776667
48871,terminee,R,R,9,9,1,564444545545585797488855988484883222222299999991111223111116637
48870,terminee,R,R,9,9,1,645465664535543443333656653153443458816611111221199999988289888899222
48869,terminee,R,Y,9,9,1,7365464455635746357735655766891473644457733499936788999922398888
48868,terminee,R,R,9,9,1,4676544665755767425655747
48867,terminee,R,R,9,9,1,67564366457755546323357633774445645334359964627778912889991112888
48866,terminee,R,R,9,9,1,47565555544468927874524188767
48865,terminee,R,Y,9,9,1,4664554455232622466558466779
48864,terminee,R,Y,9,9,1,74466666555375445777445566774641221252261133
48863,terminee,R,R,9,9,1,334545565644663
48862,terminee,R,R,9,9,1,46446555655445445877422222767
48861,nulle,R,,9,9,1,367645664653444665573577533374344777723999966453558999998888881811111228221112222
48860,terminee,R,R,9,9,1,5667556455748
48859,terminee,R,Y,9,9,1,5634465665334475533437
48858,terminee,R,R,9,9,1,4666566445554744565586466455232222243388811812777
48857,terminee,R,Y,9,9,1,364752545548956678755744974445333334538866
48856,terminee,R,R,9,9,1,53555666566336337955665536333919991991222222221919211117777777744444444488888
48855,terminee,R,R,9,9,1,74336464463533555655989866844659977779777661991995573341143411311122222
48854,terminee,R,R,9,9,1,565355666536365566516511933322882923311122222387898877899191189998444
48853,terminee,R,Y,9,9,1,77476564565589444678
48852,terminee,R,Y,9,9,1,36554255463344246635455366
48851,terminee,R,R,9,9,1,65354466455363645334554649333
48850,terminee,R,Y,9,9,1,53444467466553
48849,terminee,R,R,9,9,1,646745575455447477544566677657752294666118222222128888888189339111999113999
48848,terminee,R,Y,9,9,1,66356646654555215462263344422885242258888958449619111188717119777727779999
48847,terminee,R,R,9,9,1,7663654655437
48846,terminee,R,Y,9,9,1,564654665523244635223144535366454225422888288979989688699991119118111777
48845,terminee,R,R,9,9,1,43464454655655422663656653334456335884998883177317889971199118199289777
48844,terminee,R,Y,9,9,1,44475463645446756575566327756746881231
48843,terminee,R,R,9,9,1,46676466554555233
48842,terminee,R,Y,9,9,1,347464465856557324232233345442322387855788384887777595766686661111111192219999
48841,terminee,R,Y,9,9,1,4633526654754625455477494777999144975339295599177363
48840,terminee,R,Y,9,9,1,56554456553268679866738277262588586262288335829921131393399777
48839,terminee,R,Y,9,9,1,6563465456445523335665336566593344442222222943999999911111121177777777178888
48838,terminee,R,Y,9,9,1,45556445546445544576763777
48837,terminee,R,R,9,9,1,5633654246445653556434465656689454982799998272877
48836,terminee,R,R,9,9,1,5465566656877
48835,terminee,R,R,9,9,1,3644525655643445666322523645445594998999999772282811122888866881111177333
48834,terminee,R,R,9,9,1,4433465256556342334463346646622225536555243992899999998888888827777
48833,terminee,R,Y,9,9,1,547544684558567677
48832,terminee,R,R,9,9,1,754655546467664455546564463482877
48831,terminee,R,R,9,9,1,5445655655686866462668854444485254882222228899999992111917777
48830,terminee,R,R,9,9,1,546746444557677666455754556646511999199921292222141211288882199887877
48829,nulle,R,,9,9,1,676744535576645547456556444696657774711113333331331199999972992221128888288888222
48828,terminee,R,R,9,9,1,774445454453335237337553489998457197488918787338881997222
48827,terminee,R,R,9,9,1,464655645523362442654552633663563222352337777799444277771119188889999998888
