id_partie,status,joueur_depart,joueur_gagnant,rows,cols,confiance,signature
35472,terminee,R,R,9,9,1,46356464556655855686688844445498898812212622199459133
35471,terminee,R,Y,9,9,1,44635744466553
35470,terminee,R,R,9,9,1,6343664544363564433645563355446635559998999999171111112777772181222
35469,terminee,R,Y,9,9,1,6433546556574364556434468546655331813111411677722222
35468,terminee,R,Y,9,9,1,3464565566785444756748
35467,terminee,R,Y,9,9,1,667544666577555974574655644466959994499177771991111112212888822282228833
35466,terminee,R,Y,9,9,1,5546555544643234433832136625464436697812355889222266289977
35465,terminee,R,Y,9,9,1,6556546655784488868665884444565832522222222996833333111119911113334499997977
35464,terminee,R,Y,9,9,1,566555466543586779
35463,terminee,R,R,9,9,1,747665344563543
35462,terminee,R,R,9,9,1,455465566565668556779
35461,terminee,R,R,9,9,1,66655466552335355663336352352244436119787191991887881911244
35460,terminee,R,Y,9,9,1,47546346566767745548
35459,terminee,R,Y,9,9,1,555556564423344663344855933366866243224422856328898988998919991777
35458,terminee,R,R,9,9,1,5746544655664985855832668442612242622486885133542889777
35457,terminee,R,R,9,9,1,43565546566533446
35456,terminee,R,Y,9,9,1,45745464447789866768869476766788744688123133315555
35455,terminee,R,R,9,9,1,4754465565327557466467667755464445932771223299299229299788888
35454,terminee,R,R,9,9,1,7665654554667888458822133
35453,terminee,R,R,9,9,1,46666645554455246565562241414422165289119922999112999118888888877
35452,terminee,R,Y,9,9,1,5555555556666777767766377233333332237166211188888888221111919992992289994444
35451,terminee,R,R,9,9,1,567764455566744
35450,terminee,R,R,9,9,1,654545566447748
35449,terminee,R,R,9,9,1,4555466444655522426646654468777
35448,terminee,R,Y,9,9,1,4753556456344366
35447,terminee,R,Y,9,9,1,6544455566846497765447755668577744676888587999919911188811119192222232222333
35446,terminee,R,R,9,9,1,55345644643335485971537147711489373795459774875813666
35445,terminee,R,Y,9,9,1,5435454454323335525447552232233442229777883877817711199966
35444,terminee,R,R,9,9,1,4375464455637
35443,terminee,R,Y,9,9,1,534567555437668668585596688333399933988698996598131111111127772242
35442,terminee,R,Y,9,9,1,446555645566333612244665455446433358868883383882111819111199999999772277
35441,terminee,R,Y,9,9,1,6447554455755347612522257144772771112281886614745133383333
35440,terminee,R,R,9,9,1,3565545565667833466556442
35439,terminee,R,Y,9,9,1,4647445555323325245322344893538334775522
35438,terminee,R,R,9,9,1,5763556466437
35437,terminee,R,Y,9,9,1,3547666455677756217553635332119244
35436,terminee,R,R,9,9,1,66574365467755546323357633774445655443493397771222222211999999911121188816688
35435,terminee,R,Y,9,9,1,63774545546498756676356747
35434,terminee,R,R,9,9,1,44444665555666548588264542899222299298995956616242191888811111177
35433,terminee,R,Y,9,9,1,33354544443133443348777875557755558874377888111111118282222222299999999966
35432,terminee,R,R,9,9,1,5464644454557
35431,terminee,R,Y,9,9,1,476664534537
35430,terminee,R,Y,9,9,1,446446466556446655654855582154161881888822211999229899229929111777
35429,terminee,R,Y,9,9,1,7763456646538955278646
35428,terminee,R,Y,9,9,1,5576656556537776656655397733671779199333399922221199321221111882288888
35427,terminee,R,R,9,9,1,64446566564554566555868859944446222288889822299191111911229833331913333
35426,terminee,R,R,9,9,1,56644646665449446496469988882828899998222928221111112551511555533
35425,terminee,R,Y,9,9,1,655665465644445665585665311344333889181118899949899188222212231332
35424,terminee,R,R,9,9,1,36374664665233434455633671366494483912877
35423,terminee,R,Y,9,9,1,54574645677569855766776568887766557441444411222212222211111899988999883333
35422,terminee,R,Y,9,9,1,334666656648777877744334924919723433322727342294692626999955
35421,terminee,R,Y,9,9,1,35475455666421244665524614826594889899988546961199922881521122811333
35420,terminee,R,R,9,9,1,44664644537
35419,terminee,R,Y,9,9,1,6674666458755754445576774646644122277555222199199991291211888888
35418,terminee,R,R,9,9,1,77376666548
35417,terminee,R,R,9,9,1,3746664465877876474488355
35416,terminee,R,R,9,9,1,656456544455344223233
35415,terminee,R,R,9,9,1,446664537
35414,terminee,R,R,9,9,1,3546554654687546377733122
35413,terminee,R,R,9,9,1,6566465444642441263333252
35412,terminee,R,R,9,9,1,5453444445155554455141183333333311119898898898988966666669991776622
35411,terminee,R,R,9,9,1,4443455555323321243522455425283848828969882848333997777977111
35410,terminee,R,Y,9,9,1,347544565536664633566514443551461514611133337777779199719999998722228888
35409,terminee,R,R,9,9,1,46456445455664558554844886666856818881111111199293777
35408,terminee,R,R,9,9,1,365466544536562
35407,terminee,R,R,9,9,1,56556654656655665564444244421224111222229999999991117117777777788
35406,terminee,R,Y,9,9,1,465444445552653665766475577664473323888882923333
35405,terminee,R,Y,9,9,1,4544546645765665594644566777557776492229999112222888111811117788888999223333
35404,terminee,R,Y,9,9,1,66644664568777874454774668888774412267222222233988111983115555
35403,terminee,R,Y,9,9,1,45456644445554455663588668888889664658333333331111222999111112222229999977
35402,terminee,R,R,9,9,1,553456454456336636545546664144533331111111913888889969999992277777777788882222222
35401,terminee,R,R,9,9,1,56745564557742747666627755675136122573333113123223621199999944991924441388888
35400,terminee,R,R,9,9,1,65354646566512543844363
35399,terminee,R,Y,9,9,1,6563665565532566556252213331272237332448288779
35398,terminee,R,Y,9,9,1,4647445554323325255322344893977589895757477832272389992843781189119866
35397,terminee,R,Y,9,9,1,46554654466355574744655988
35396,terminee,R,Y,9,9,1,367354644454557663573441565541669477757661133177139199993311889899822222
35395,terminee,R,Y,9,9,1,3446457554357353344753552425843789481122
35394,nulle,R,,9,9,1,663745666435735574773443556156777116355113673344911119999999449888888222282282822
35393,terminee,R,Y,9,9,1,467556466653357744433155154919947765517678897719416888
35392,terminee,R,Y,9,9,1,654656455664453445566848688944592188825886222212233991291777
35391,terminee,R,R,9,9,1,354455565521434874122424413352233335322888685489889998211991119997167776667
35390,terminee,R,Y,9,9,1,4644544545557766775514726777152211922224415111722199999999888888866666883333
35389,terminee,R,R,9,9,1,434544564656687575777
35388,terminee,R,R,9,9,1,4547655644665655477
35387,terminee,R,R,9,9,1,65664645665587777588587764444456788855767121144112222221223133119999998899933
35386,terminee,R,Y,9,9,1,45475684466777565554446655663431333361451111911339888888881377222222
35385,terminee,R,R,9,9,1,36655476437
35384,terminee,R,R,9,9,1,45466466544669664446499877855551877
35383,terminee,R,R,9,9,1,54465664455967874988577
35382,terminee,R,Y,9,9,1,454644545445355633663663
35381,terminee,R,Y,9,9,1,4756444555236895567664478967662988
35380,terminee,R,R,9,9,1,445755564468957874233
35379,terminee,R,Y,9,9,1,5367664665445545547323333437
35378,terminee,R,Y,9,9,1,3635444465331246162662287554554225115882324833988483523886669997999111911777
35377,terminee,R,R,9,9,1,656445565544632336364544536356449569879889988889899789111333111117777
35376,terminee,R,Y,9,9,1,46555564554623243242642665948675566882121188884428777777
35375,terminee,R,R,9,9,1,5647444465533565566896445333359487788
35374,terminee,R,Y,9,9,1,5364666565875366344454551443318222
35373,terminee,R,R,9,9,1,76475666665544455423233
35372,terminee,R,R,9,9,1,566745565564441982262465655644111768333
35371,terminee,R,R,9,9,1,46455644566355362
35370,nulle,R,,9,9,1,465546446655566564565356444433388791883833337777887771117999998992281111192222222
35369,terminee,R,R,9,9,1,673745546521477653643364163141663314999499137777993146119798222888855
35368,terminee,R,R,9,9,1,67354644554612233
35367,terminee,R,Y,9,9,1,576664565577454744467554
35366,terminee,R,Y,9,9,1,43466644463776672859
35365,terminee,R,R,9,9,1,744465465426662228114111214644661822533
35364,terminee,R,Y,9,9,1,6767664653477544336374473961663133449479771111139999991122
35363,terminee,R,Y,9,9,1,557468645577876656566775629988
35362,terminee,R,R,9,9,1,634564544553366355448338546688844356979997777
35361,terminee,R,R,9,9,1,45446655664565586866524889444565991222192299299492271111111337777
35360,terminee,R,Y,9,9,1,4555446644655422266654456625313265789224999777799777799922813333
35359,nulle,R,,9,9,1,773445456553445598877611667747733665655116644333347911191888889139999922882222222
35358,terminee,R,R,9,9,1,4466654455763554454654554966616119199888889889118991981172377
35357,terminee,R,Y,9,9,1,443652464456676766389898831683614979
35356,terminee,R,R,9,9,1,663565564533444612122543445532226337655772111
35355,terminee,R,Y,9,9,1,66434554553445544554459888888888999999991111111117662233
35354,terminee,R,R,9,9,1,4346445556665554633
35353,terminee,R,R,9,9,1,57666655544764477756455744667574659991221422222229999178839938888881118111333
35352,terminee,R,R,9,9,1,6755656643465544477665455477477652211334122
35351,terminee,R,Y,9,9,1,74546864467778688363667217764337378928828362448433234111
35350,terminee,R,Y,9,9,1,644656455665585568668889692494144935484915328333
35349,terminee,R,R,9,9,1,56776455554746662775564477652622279933331
35348,terminee,R,R,9,9,1,6735456454665544788678577454466543311668788222778
35347,nulle,R,,9,9,1,775644645447326777663233364144776861722111196889422333355521225589999988995588118
35346,terminee,R,Y,9,9,1,365454466455655445445549966699662122222222338133
35345,terminee,R,Y,9,9,1,5455445455457768667468768864665588886144333333777771833399999299991111111222
35344,terminee,R,R,9,9,1,46456644546556544555242251166646888822221888882291919999191191933
35343,terminee,R,Y,9,9,1,33464464525553644522
35342,terminee,R,Y,9,9,1,5567434455344337565688
35341,terminee,R,Y,9,9,1,4564644566575478887655776688777886561333333337488434411111155122999199
35340,terminee,R,R,9,9,1,57465664465549858558326688777
35339,terminee,R,R,9,9,1,6354545555446648668486485391266612332
35338,terminee,R,Y,9,9,1,5746464464233443255565223663
35337,terminee,R,R,9,9,1,344345554465554554466665363
35336,terminee,R,R,9,9,1,6363566665748
35335,nulle,R,,9,9,1,555445455544377744544566666667777677611933191113333331119999988888882222222288929
35334,terminee,R,R,9,9,1,776458655656677988557766588
35333,terminee,R,Y,9,9,1,65546444666352
35332,terminee,R,R,9,9,1,37666665545655225561225888881228678778444444452462181111327777999917199999333
35331,terminee,R,Y,9,9,1,445744446365665556556646212222655244777777999221211117799998119981883333
35330,terminee,R,Y,9,9,1,46455464552448776665655877
35329,terminee,R,R,9,9,1,643565666453435455446166333
35328,terminee,R,Y,9,9,1,547556666477754474665577644655547476999991123233
35327,terminee,R,R,9,9,1,45536444456356653336355443654649596699922222992222339911111111178888888887777
35326,terminee,R,Y,9,9,1,474544446553557782882866668577655447723257746663999992222929998338881133
35325,terminee,R,Y,9,9,1,4755566554467467477645445767665657733989933333191999988888
35324,terminee,R,R,9,9,1,44736544546446765555988
35323,terminee,R,Y,9,9,1,53444467456366533555365464431516533341777771771117966999118999998822
35322,terminee,R,Y,9,9,1,4474566654456565526644522778
35321,terminee,R,R,9,9,1,4677544655663244343365562
35320,terminee,R,R,9,9,1,775355648
35319,terminee,R,R,9,9,1,76644464667355778449755
35318,terminee,R,Y,9,9,1,5543445545355714134711477733388534337775469878881889199966
35317,terminee,R,R,9,9,1,47555563464477757457474773366
35316,terminee,R,R,9,9,1,56346654558686653554477
35315,terminee,R,Y,9,9,1,5665465656672355498834433382225884622586288254444633329183999991111119911777
35314,terminee,R,R,9,9,1,44646546655755574464544577766765776919132122888128888
35313,terminee,R,R,9,9,1,56676446645777655981757466445552333333313444522222911119997776999322291118888
35312,terminee,R,R,9,9,1,53465455656656366334443
35311,terminee,R,R,9,9,1,5455565655664764446687774946777
35310,terminee,R,R,9,9,1,75435545553434474778545774497599933177888333838881811191991919122
35309,terminee,R,Y,9,9,1,75464544556554744777577666
35308,terminee,R,R,9,9,1,7647544655663244343365562
35307,terminee,R,Y,9,9,1,6564545447557752344777554667667466256199999991191911411712222222888388
35306,terminee,R,Y,9,9,1,5535646644566564565567562333138338919181189988319118199883994222
35305,terminee,R,Y,9,9,1,655754444567665233
35304,terminee,R,R,9,9,1,46656656566574755556744
35303,terminee,R,R,9,9,1,5774655555442443333347772274655646647756667699993333899899111111111222229888288
35302,terminee,R,Y,9,9,1,765455556574774625547726332233345788477466
35301,terminee,R,R,9,9,1,7437644545655344985666363
35300,terminee,R,R,9,9,1,53336547567576659556633634336777495779996994444
35299,terminee,R,Y,9,9,1,64656654665554474233
35298,terminee,R,Y,9,9,1,5765434464553445533676577663
35297,terminee,R,Y,9,9,1,3645666444216323664877322372247647898978226733377244399199991911188511188855
35296,terminee,R,R,9,9,1,56654666655523352225566211344
35295,terminee,R,R,9,9,1,7766455566459895549946447767765955467997624229229222211711111113333
35294,terminee,R,R,9,9,1,6636666555777357988
35293,terminee,R,R,9,9,1,4436464555534412665655362
35292,terminee,R,R,9,9,1,5474454556447223152255117747114549599998778989866
35291,terminee,R,Y,9,9,1,64564456446678757768845578554788866551333331833374463789972222119991111199992222
35290,terminee,R,R,9,9,1,56564464456566552356652275429678747
35289,terminee,R,R,9,9,1,555645564466446623252214133
35288,terminee,R,Y,9,9,1,53646445556647546655442622453316651121222422771188988888991998113399799777
35287,terminee,R,Y,9,9,1,5636666456345553443455446454151191119913133661933999992287888888827777
35286,terminee,R,Y,9,9,1,745468656655778644756744
35285,terminee,R,R,9,9,1,55566564454554663
35284,terminee,R,Y,9,9,1,7656556445544661226452412546112221658442752116881188779333
35283,nulle,R,,9,9,1,657546565546646777775566499999775699759911321222221324444432233331188188881883318
35282,terminee,R,Y,9,9,1,634666445754553665533635839893668444
35281,terminee,R,R,9,9,1,7465666555432644456872526777742455428852422888778
35280,terminee,R,Y,9,9,1,564464655547232659846655888977227788767667444995225247333333
35279,terminee,R,Y,9,9,1,675554455426734645442522277733255447977211127919992666
35278,terminee,R,Y,9,9,1,4344664645633544533363133622664168555555888888411188112919991992222979972277
35277,terminee,R,Y,9,9,1,55565645554432333424423366466888263974988635435772688777899779
35276,nulle,R,,9,9,1,473652456535589677446798834772122499252266563335647377256234499881991111198838811
35275,terminee,R,Y,9,9,1,37336465544355433466496655655443367765437977729791117199119222
35274,terminee,R,R,9,9,1,566555664673355333633655363444416158888118422221212282244
35273,terminee,R,R,9,9,1,75464544655564787784458875541477233
35272,terminee,R,R,9,9,1,53556655546642183236586922343
35271,terminee,R,Y,9,9,1,56664554452324224665584698256777
35270,terminee,R,R,9,9,1,6363664666755332744
35269,terminee,R,Y,9,9,1,4744455686677756555444665566242122229596499212291911911117777788888888
35268,terminee,R,R,9,9,1,534755554533442
35267,nulle,R,,9,9,1,554356655574447667467467455777366356341133334388888888899999929997112112222212112
35266,terminee,R,R,9,9,1,4665556566544645888665544445881883333648821922222723777
35265,terminee,R,R,9,9,1,535655565564434336321356663444344645222229229876888888777823899191111
35264,terminee,R,Y,9,9,1,7546646655357446332156637777
35263,terminee,R,Y,9,9,1,6576565455632543443346645445985648998889222266181111299281911221899777
35262,terminee,R,Y,9,9,1,67744545543735737534533445335771514417111197391999999229618222
35261,terminee,R,R,9,9,1,46675465465455877
35260,terminee,R,R,9,9,1,45666545556566855668596931199834134341441491188841182222233
35259,terminee,R,R,9,9,1,6464665446787663855
35258,terminee,R,R,9,9,1,76556455656677533364612298299555667987331181121191244
35257,terminee,R,Y,9,9,1,363654545533566366488977
35256,terminee,R,Y,9,9,1,344554665534455445544598776677
35255,terminee,R,Y,9,9,1,56344565564344665544566633533334549111996999999322222222211111188888888877
35254,terminee,R,R,9,9,1,766556444476673721733422374553565545316644335917222
35253,terminee,R,R,9,9,1,5345545455434435766
35252,terminee,R,R,9,9,1,445656646545665523566522687281944845299814777
35251,terminee,R,R,9,9,1,44536765455376677463335566747
35250,terminee,R,R,9,9,1,5655455655676686687523362422887773733282238633235887787194444
35249,terminee,R,Y,9,9,1,56575564554777544648
35248,terminee,R,R,9,9,1,44664446537
35247,terminee,R,R,9,9,1,43554456453653383463645449757756335643686222698999877
35246,terminee,R,R,9,9,1,736745466557445655633
35245,terminee,R,R,9,9,1,34346445563353146463354566535655611464399199911991189922222888817888822
35244,terminee,R,R,9,9,1,6565665654787755887235624322788557776661344
35243,terminee,R,Y,9,9,1,74644645657332
35242,terminee,R,Y,9,9,1,46664456664423253533
35241,terminee,R,R,9,9,1,53654754656633353653636339586679744
35240,terminee,R,R,9,9,1,4354454644563665536655466433533335946999999888988888918121111117777
35239,nulle,R,,9,9,1,654466555634566445744558988664677857748888833333311111119993131727772222229929992
35238,terminee,R,R,9,9,1,34656566665755233835588244343
35237,terminee,R,Y,9,9,1,5455646645644556648765665885777888818232182277911277722494419991112299991333
35236,terminee,R,Y,9,9,1,666666454544442557
35235,terminee,R,R,9,9,1,353444455676661335441655673545588433377881198319114668861998877717999799222
35234,terminee,R,Y,9,9,1,334564664555344634536512225634222234435653822897661881889918999918899177
35233,terminee,R,Y,9,9,1,36454656653433487577
35232,terminee,R,R,9,9,1,6563666644434335537
35231,terminee,R,R,9,9,1,4766456544565655477
35230,terminee,R,Y,9,9,1,464744544523365553235766
35229,terminee,R,Y,9,9,1,74566555644466534455668684888884458651212222222211338199191177799999917333
35228,terminee,R,Y,9,9,1,556347464457353648
35227,terminee,R,R,9,9,1,45536646566554385563665344468778815819712221747
35226,nulle,R,,9,9,1,734655555564447667467467455777366356341133334388888888899999929997112112222112122
35225,terminee,R,Y,9,9,1,4365564544753664775445566764669875157722943333
35224,terminee,R,R,9,9,1,474565564466556456441255778
35223,terminee,R,Y,9,9,1,574763664653743464473823355755667773556735644342188818881111812291198222
35222,terminee,R,Y,9,9,1,563666425544425424523584435366622333354522888888236688999199911111
35221,terminee,R,Y,9,9,1,343755565655336744
35220,terminee,R,Y,9,9,1,45554444455868558884548816662362668526331642999938333322221199239111119777
35219,terminee,R,Y,9,9,1,47775463658385885646
35218,terminee,R,R,9,9,1,53466666548444888299699981886219289844242214131
35217,terminee,R,R,9,9,1,565344644553354663655644533113345466996999919111191312229228888888882222777
35216,terminee,R,R,9,9,1,6645544454656596655687888581944299884528222699486113133
35215,terminee,R,Y,9,9,1,565355445438436796784785447766786766554788563333334889111111112222222278219999
35214,terminee,R,Y,9,9,1,55564466654448586454554886968866488581322222339929299922919111111777
35213,terminee,R,R,9,9,1,455666545576665657776513443
35212,terminee,R,R,9,9,1,67535655654644345663363533865783513911911999877
35211,terminee,R,R,9,9,1,456465445655662426331
35210,nulle,R,,9,9,1,555445555534444322236666643336664332222452623888888888999999991111111171977777777
35209,terminee,R,R,9,9,1,55346656566744376779557993537766533699395744444
35208,terminee,R,R,9,9,1,376444666567746697553
35207,terminee,R,Y,9,9,1,536547545637
35206,nulle,R,,9,9,1,744656665575566556655634334433344443339899989999977777788888222122222111188721111
35205,terminee,R,R,9,9,1,4537645454455163232632235787789844335547788887757483382221111999999991111226666
35204,terminee,R,Y,9,9,1,6755556665755396976399633377722576773335641232229221911144
35203,terminee,R,R,9,9,1,5666545566433
35202,terminee,R,R,9,9,1,354544646556561255644614622542222113366523391114179219977898878
35201,terminee,R,Y,9,9,1,4435664535524433652124663533445457785668887777
35200,terminee,R,R,9,9,1,663645466535543345122
35199,terminee,R,R,9,9,1,774344464668886644399664886887377377874333337168221225555
35198,terminee,R,R,9,9,1,64746445469862334477855
35197,terminee,R,R,9,9,1,76644536537
35196,terminee,R,Y,9,9,1,443546465668747768744858
35195,terminee,R,R,9,9,1,7456665465475774665525477
35194,terminee,R,Y,9,9,1,5644665545326449455877
35193,terminee,R,Y,9,9,1,43645744556667735533745637
35192,terminee,R,Y,9,9,1,464644546446233522733355523226324668332411187779
35191,terminee,R,R,9,9,1,673645455544332121325734667
35190,terminee,R,Y,9,9,1,445644455566685864545548869688646882581111311111333333222222
35189,terminee,R,R,9,9,1,6456456555686628858556688444488568444222222321111111112999993999977
35188,terminee,R,R,9,9,1,43644555666354336355446653354446365388888179799998811222821119122282991192777
35187,terminee,R,Y,9,9,1,6335666565524336535556338561627928797793382878
35186,terminee,R,R,9,9,1,757646655677585566566556334444477242222427774229888928888999811999933311113311133
35185,terminee,R,Y,9,9,1,4645664454655654455524225116666488882222128811818811919299999977793377777733
35184,terminee,R,R,9,9,1,5456666545444956859884864954685586884961923333777
35183,terminee,R,R,9,9,1,66676665455574745444567777559549933464916331333991117913888
35182,terminee,R,R,9,9,1,6335455444353374753447373374555475777999999989866
35181,terminee,R,R,9,9,1,46654544566356322234553344223332245488888885566686999997997777777783112291911
35180,terminee,R,Y,9,9,1,45574456856766466577525477
35179,terminee,R,R,9,9,1,6444556554664546654455877
35178,terminee,R,Y,9,9,1,44446566445665361242631224221121411672791169999929993353
35177,terminee,R,R,9,9,1,646756564774757754644676647744611111113331129992229998998333323395555
35176,terminee,R,Y,9,9,1,535466444433556578774686455777
35175,terminee,R,R,9,9,1,36555556656366244
35174,terminee,R,Y,9,9,1,645466665444877875575455886446658886481581111111199299922279992333
35173,terminee,R,Y,9,9,1,645444446656653687787577
35172,terminee,R,R,9,9,1,64355554565544736767667444776433353365633477711111111222199999999982888
35171,terminee,R,R,9,9,1,35555444567667474967765544677
35170,terminee,R,Y,9,9,1,7534644554337598858773968845577799349375349354438879188991111112211666
35169,nulle,R,,9,9,1,656456655625225665544224446622224488458988777777777888991118119999111199333333333
35168,terminee,R,R,9,9,1,35476666554777544746355433617633357454456719999999969711111883131822222
35167,terminee,R,Y,9,9,1,5445645564874554455323462662524228886626161133
35166,terminee,R,R,9,9,1,565655544544445445566338966318333889161148833366877197779
35165,terminee,R,Y,9,9,1,664554444656655855665868893935888892618233
35164,terminee,R,R,9,9,1,446465465466624457555754777755647676792199999999811181111188888
35163,terminee,R,Y,9,9,1,44765446466576442336575745566422815518292899
35162,terminee,R,R,9,9,1,466644555523546638452486945822288992886954425229669998933333338777777
35161,terminee,R,Y,9,9,1,555455554534473411474454777766666666133311919119999916229779222327222888888888
35160,terminee,R,R,9,9,1,4453674654556655554666544646488281288129192228133
35159,terminee,R,R,9,9,1,35546464455566848465977
35158,terminee,R,R,9,9,1,5356666664434544433555466595512333323112122
35157,terminee,R,R,9,9,1,66454445553466654556684688845888864852333333911211337721991779199991777
35156,terminee,R,Y,9,9,1,545545645664784544522133
35155,terminee,R,R,9,9,1,75646446445556366545546766238999333
35154,terminee,R,R,9,9,1,43544645546768965655332
35153,terminee,R,R,9,9,1,63456544455566848465977
35152,terminee,R,Y,9,9,1,6665465655536635444345344363545336439911119899999922111112222222888788888777
35151,nulle,R,,9,9,1,545544544677667645545545666667777714111111112222222228788889888899999933333339933
35150,terminee,R,R,9,9,1,5366665566748
35149,terminee,R,R,9,9,1,6465456665548955448688864594966141998324558892292322299821112111777
35148,terminee,R,R,9,9,1,344456655433355441385366554344633666956999911988888888111991191227777
35147,terminee,R,R,9,9,1,535644456556633443364455633
35146,terminee,R,R,9,9,1,54554564557876774647446
35145,terminee,R,R,9,9,1,3737564265766985575863737192263335663156888
35144,terminee,R,Y,9,9,1,546466565587785667977858
35143,terminee,R,R,9,9,1,56476445564544856452221524452282285877866668688812311117333
35142,terminee,R,R,9,9,1,4357655464435544554455487677767666677671199888888883331112222
35141,terminee,R,Y,9,9,1,5465566544878688644552649133
35140,terminee,R,R,9,9,1,356766665537557733252722144
35139,terminee,R,Y,9,9,1,5465655554787775886637
35138,terminee,R,Y,9,9,1,37655546453446335477
35137,terminee,R,R,9,9,1,576444554665577667746655477
35136,terminee,R,R,9,9,1,373544568633655777241
35135,terminee,R,R,9,9,1,355465455436334465465366643363545487777777638888898877119199111118199
35134,terminee,R,R,9,9,1,3466465665345587578333536655383886863885819111111999999441922217777
35133,terminee,R,Y,9,9,1,566554656673773334335344145556336546644488112111221117778877888989997822
35132,terminee,R,Y,9,9,1,4566464465535632223455334422333224549777777773622676699999955899111888
35131,terminee,R,Y,9,9,1,545355465644366343364122
35130,terminee,R,R,9,9,1,3355645645436644353554466241545187611991812111969922633
35129,terminee,R,Y,9,9,1,6353474644366334463376644737677551648391119999779555
35128,terminee,R,Y,9,9,1,574754635544773533475544777485666489999959713992222988832282332328881111111166
35127,terminee,R,R,9,9,1,6573455666774598546323387575779888969
35126,terminee,R,R,9,9,1,65765664565543234433469856657777335319995989963771191322241
35125,terminee,R,R,9,9,1,3546646546545544233
35124,terminee,R,R,9,9,1,553764445534644353757477118295355981494997866
35123,terminee,R,Y,9,9,1,5654466665545944687855488779
35122,terminee,R,R,9,9,1,54436454446366321633877
35121,terminee,R,R,9,9,1,645646656556447858745588477
35120,nulle,R,,9,9,1,345745645454454756756644566777599966697779999911121111188888188333333332222222882
35119,terminee,R,R,9,9,1,37546455554463767433636756511111445531311477746663793991927992888
35118,terminee,R,R,9,9,1,654445565565445424422288133
35117,terminee,R,R,9,9,1,57544444662666222811411121464468221165555996518777755888777799988892233
35116,terminee,R,Y,9,9,1,56346546455344665544566633533334549111996999999322222222211111188888888877
35115,terminee,R,Y,9,9,1,6556546655784488868665884444565832522222222996833333111111991144999991733377
35114,terminee,R,R,9,9,1,65466645564455466545544889698488229182522226111881199292199119833
35113,terminee,R,Y,9,9,1,4453674454644675657556633333
35112,terminee,R,R,9,9,1,4447544555362
35111,nulle,R,,9,9,1,654765565655576644444777676475659991222222334333222477131331118118838888889919999
35110,terminee,R,R,9,9,1,56545546642624656556622554496788333
35109,terminee,R,Y,9,9,1,6333554744635455466533455441538366
35108,nulle,R,,9,9,1,654465665556655665561191174444441411777222222777799999922923333337933381881888888
35107,terminee,R,Y,9,9,1,4445445545565877734755787794275966
35106,terminee,R,R,9,9,1,645565664687577775586577658866887571113333114119313133838822222222299
35105,terminee,R,Y,9,9,1,55754655662363542433
35104,terminee,R,R,9,9,1,566444446566833713337478558
35103,terminee,R,Y,9,9,1,566666445545544455888866465632454888222228822211191139333333113171799999997777
35102,terminee,R,R,9,9,1,5474454556447223152255117758451242298987212774799997866
35101,terminee,R,R,9,9,1,7467464644688775376466388679171999228169889
35100,terminee,R,Y,9,9,1,76345566544435647357735446556776472699521719647181199999933333111122
35099,terminee,R,R,9,9,1,7457464556676356747
35098,terminee,R,R,9,9,1,637458544655655646656651298281333
35097,terminee,R,R,9,9,1,6543554665544663233464455645433392285229668299999292298888888171111111177
35096,terminee,R,Y,9,9,1,4353676455766437
35095,terminee,R,Y,9,9,1,455766464456654557866877
35094,terminee,R,Y,9,9,1,56545556665263154432422334644633565933364877778888488987778111177999
35093,terminee,R,R,9,9,1,5473566465667545576777556653333121222333637771122229991114444
35092,terminee,R,R,9,9,1,74474556353644522
35091,terminee,R,R,9,9,1,53646554544766748
35090,terminee,R,Y,9,9,1,7534565466754464775445966566597767959997799941141113118888312333
35089,terminee,R,Y,9,9,1,56556545563234634424223233
35088,nulle,R,,9,9,1,464455566655688644456554464978568888871111111779181999992333333333777222222229797
35087,terminee,R,Y,9,9,1,5567546656555463433122
35086,terminee,R,R,9,9,1,54666546655445544883645333335541218891149111833388116662222222288999999977777
35085,terminee,R,Y,9,9,1,44366445656657853333564456654453387883341218115881811122297777
35084,terminee,R,R,9,9,1,46554644457723533666772553376774675443553633467111111999999999112212222
35083,terminee,R,R,9,9,1,655466655526225665544224446672288779594488899848899229819197777771111111333333333
35082,terminee,R,Y,9,9,1,6447545455677446
35081,terminee,R,R,9,9,1,3577645455448947586376663343335664556778777
35080,terminee,R,Y,9,9,1,653646544455644558125542122266664452288828919199188928699911981177
35079,terminee,R,R,9,9,1,4744445463544555637
35078,terminee,R,Y,9,9,1,546664445655566564565756444981423821822118111977
35077,terminee,R,R,9,9,1,36755564657466455463414133335366777755744
35076,terminee,R,R,9,9,1,6674444664859
35075,terminee,R,Y,9,9,1,35434565556644344336556644356564693339992111191118888998888819179777
35074,terminee,R,R,9,9,1,635364665678748
35073,terminee,R,R,9,9,1,4767454456577655637
35072,terminee,R,R,9,9,1,63355645556364646
35071,terminee,R,Y,9,9,1,5436455555445633663664344633541154111139669879897779919119923227227772222788
35070,terminee,R,R,9,9,1,734656446455456556336143335183447338911894557799999966877
35069,terminee,R,R,9,9,1,666646537
35068,terminee,R,Y,9,9,1,635647445546655477
35067,terminee,R,Y,9,9,1,654745645527667476133521477663
35066,terminee,R,R,9,9,1,77355565566669945463665548433
35065,terminee,R,R,9,9,1,5364545555446641226687877
35064,terminee,R,R,9,9,1,446764466547754457676655755647796974131155911199999191182238333
35063,terminee,R,Y,9,9,1,54556545567874476686887877
